"filename", "language", "Python", "Markdown", "TypeScript", "JSON", "MS SQL", "TypeScript JSX", "PostCSS", "JSON with Comments", "Shell Script", "JavaScript", "Properties", "Ignore", "Docker", "XML", "YAML", "HTML", "comment", "blank", "total"
"/Users/liuying/Documents/GitHub/amazon_analyst/src/app/api/analyze-excel/route.ts", "TypeScript", 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 30, 219
"/Users/liuying/Documents/GitHub/amazon_analyst/src/app/api/auth/[...nextauth]/route.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/liuying/Documents/GitHub/amazon_analyst/src/app/api/auth/register/route.ts", "TypeScript", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18, 141
"/Users/liuying/Documents/GitHub/amazon_analyst/src/app/api/checkout/route.ts", "TypeScript", 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 34, 208
"/Users/liuying/Documents/GitHub/amazon_analyst/src/app/api/demo/gen-image/route.ts", "TypeScript", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 100
"/Users/liuying/Documents/GitHub/amazon_analyst/src/app/api/demo/gen-stream-text/route.ts", "TypeScript", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 85
"/Users/liuying/Documents/GitHub/amazon_analyst/src/app/api/demo/gen-text/route.ts", "TypeScript", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 88
"/Users/liuying/Documents/GitHub/amazon_analyst/src/app/api/get-user-credits/route.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/liuying/Documents/GitHub/amazon_analyst/src/app/api/get-user-info/route.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 33
"/Users/liuying/Documents/GitHub/amazon_analyst/src/app/api/inventory/[location]/route.ts", "TypeScript", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 73
"/Users/liuying/Documents/GitHub/amazon_analyst/src/app/api/inventory/options/route.ts", "TypeScript", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 50
"/Users/liuying/Documents/GitHub/amazon_analyst/src/app/api/inventory/route.ts", "TypeScript", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 140
